id,name,set_number,picture,theme_id,,,,
1762,Trash Trek Replacement Pack,2000714-1,,398,,,,
1763,WeDo 2.0 Replacement Pack,2000715-1,,521,,,,
1764,Animal Allies Replacement Pack,2000716-1,,398,,,,
1765,SPIKE Prime Replacement Pack,2000719-1,,507,,,,
1766,SPIKE Prime Workshop Kit,2000720-1,,507,,,,
1767,Tow Truck,20008-1,,22,,,,
1768,AT-TE Walker,20009-1,,158,,,,
1769,Family,200-1,,364,,,,
1770,Republic Gunship,20010-1,,158,,,,
1771,Garbage Truck,20011-1,,22,,,,
1772,Click,20012-1,,324,,,,
1773,Mini Neptune Carrier,20013-1,,315,,,,
1774,4 x 4 Dynamo,20014-1,,22,,,,
1775,Crocodile,20015-1,,22,,,,
1776,Imperial Shuttle,20016-1,,158,,,,
1777,Dagger Trap,20017-1,,271,,,,
1778,AT-AT Walker,20018-1,,158,,,,
1779,Slave I,20019-1,,158,,,,
1780,Building Ideas Book,200-2,,497,,,,
1781,Mini Turbo Shredder,20020-1,,435,,,,
1782,Bounty Hunter Assault Gunship,20021-1,,158,,,,
1783,"LEGO Town Plan Board, Plastic",200-3,,372,,,,
1784,"LEGO Town Plan Board, Continental European Cardboard Version",200-4,,372,,,,
1785,"LEGO Town Plan Board, UK / Australian Cardboard Version",200-5,,372,,,,
1786,Mindstorms EV3 Design Engineering Projects,2005544-1,,518,,,,
1787,Heart 2008,2008-1,,599,,,,
1788,Heart 2009,2009-2,,599,,,,
1789,LEGO Town Plan Wooden Board,200A-1,,372,,,,
1790,LEGO Town Plan Wooden Board,200M-1,,372,,,,
1791,Universal Building Set,20-Jan,,469,,,,
1792,Happy Holidays - The Christmas Game,2010-1,,599,,,,
1793,LEGO Duck,2011-2,,599,,,,
1794,Ninjago: Sons of Garmadon,20122014-1,,497,,,,
1795,Oval Rattle,2014-1,,663,,,,
1796,Oval Rattle,2015-1,,663,,,,
1797,Owl,201908-mmb,,409,,,,
1798,Farm Animals,20-Feb,,443,,,,
1799,"MBA Level One - Kit 1, Space Designer",20200-1,,432,,,,
1800,Duck Rattle / Teether,2020-1,,663,,,,
1801,"MBA Level One - Kit 2, Microbuild Designer",20201-1,,432,,,,
1802,Ninjago Official Annual 2017,20201214-1,,497,,,,
1803,Ninjago Official Annual 2016,20201412-1,,497,,,,
1804,Elves: Dragon Adventures,20202030-1,,497,,,,
1805,"MBA Level One - Kit 3, Robot Designer",20202-1,,432,,,,
1806,"MBA Level Two - Kit 4, Flight Designer",20203-1,,432,,,,
1807,"MBA Level Two - Kit 5, Creature Designer",20204-1,,432,,,,
1808,MBA Level Two - Kit 6 Auto Designer,20205-1,,432,,,,
1809,"MBA Level Three - Kit 7, The Lost Village",20206-1,,432,,,,
1810,"MBA Level Three - Kit 8, The Forbidden Bridge",20207-1,,432,,,,
1811,"MBA Level Three - Kit 9, The Dark Lair",20208-1,,432,,,,
1812,MBA Adventure Designer (Kits 7 - 9 Redesign),20214-1,,432,,,,
1813,MBA Invention Designer (Kits 10 - 12),20215-1,,432,,,,
1814,MBA Robot & Micro Designer (Kits 2 - 3 Redesign),20216-1,,432,,,,
1815,MBA Action Designer (Kits 4 - 6 Redesign),20217-1,,432,,,,
1816,Square Rattle,2023-1,,663,,,,
1817,Duck Rattle,2024-1,,663,,,,
1818,Boat,2025-1,,470,,,,
1819,Alpha Pen Pack,2027-1,,501,,,,
1820,Helicopter,2032-1,,470,,,,
1821,Clown Shape Sorter,2033-1,,504,,,,
1822,Spin-A-Coaster,2037-1,,663,,,,
1823,Bath Activity Set,2038-1,,663,,,,
1824,Paddleboat,2039-1,,440,,,,
1825,Rock 'n' Roller,2040-1,,663,,,,
1826,Car,2045-1,,470,,,,
1827,WeDo 2.0 Curriculum Pack,2045300-1,,521,,,,
1828,Plane,2047-1,,470,,,,
1829,Squirrel,2050-1,,663,,,,
1830,Electronic Deluxe Sword,20502-1,,501,,,,
1831,Spin-A-Coaster,2051-1,,504,,,,
1832,Universal Figure Set,205-2,,364,,,,
1833,Clown Shape Sorter,2052-1,,505,,,,
1834,Rock 'n' Roll Pull-Toy,2053-1,,504,,,,
1835,Squirrel,2054-1,,663,,,,
1836,Rocking Horse,2055-1,,663,,,,
1837,Rock 'n' Rattle Pull-Toy,2056-1,,504,,,,
1838,Rocking Horse Push-Along,2057-1,,663,,,,
1839,Activity and Bath Toy,2059-1,,663,,,,
1840,Stormer 2.0,2063-1,,401,,,,
1841,Air Ambulance,2064-1,,60,,,,
1842,Furno 2.0,2065-1,,401,,,,
1843,Bath-Tub Buddies,2066-1,,663,,,,
1844,Evo 2.0,2067-1,,401,,,,
1845,Nex 2.0,2068-1,,401,,,,
1846,Boat,2069-1,,470,,,,
1847,Ring Me Rabbit,2070-1,,663,,,,
1848,Touch and Learn Cot Toy,2072-1,,663,,,,
1849,Baby Gift Pack,2073-1,,663,,,,
1850,Rattle and Activity Gift Set,2074-1,,663,,,,
1851,Prop Plane,2075-1,,470,,,,
1852,Mother with Baby Carriage,208-1,,364,,,,
1853,Extra Large Tires & Hubs,2-Jan,,1,,,,
1854,Mini-Wheel Model Maker No. 2,2-Oct,,423,,,,
1855,Sears Tower,21000-1,,252,,,,
1856,Willis Tower,21000-2,,252,,,,
1857,John Hancock Center,21001-1,,252,,,,
1858,Empire State Building,21002-1,,252,,,,
1859,Seattle Space Needle,21003-1,,252,,,,
1860,Solomon R. Guggenheim Museum,21004-1,,252,,,,
1861,Fallingwater,21005-1,,252,,,,
1862,The White House,21006-1,,252,,,,
1863,Rockefeller Center,21007-1,,252,,,,
1864,Burj Khalifa,21008-1,,252,,,,
1865,Farnsworth House,21009-1,,252,,,,
1866,Cowboys,210-1,,364,,,,
1867,Robie House,21010-1,,252,,,,
1868,Brandenburg Gate,21011-1,,252,,,,
1869,Sydney Opera House,21012-1,,252,,,,
1870,Big Ben,21013-1,,252,,,,
1871,Villa Savoye,21014-1,,252,,,,
1872,The Leaning Tower of Pisa,21015-1,,252,,,,
1873,Sungnyemun,21016-1,,252,,,,
1874,Imperial Hotel,21017-1,,252,,,,
1875,United Nations Headquarters,21018-1,,252,,,,
1876,The Eiffel Tower,21019-1,,252,,,,
1877,Small Store Set,210-2,,372,,,,
1878,Trevi Fountain,21020-1,,252,,,,
1879,Marina Bay Sands,21021-1,,252,,,,
1880,Lincoln Memorial,21022-1,,252,,,,
1881,Flatiron Building,21023-1,,252,,,,
1882,Louvre,21024-1,,252,,,,
1883,Venice,21026-1,,253,,,,
1884,Berlin,21027-1,,253,,,,
1885,New York City,21028-1,,253,,,,
1886,Buckingham Palace,21029-1,,252,,,,
1887,United States Capitol Building,21030-1,,252,,,,
1888,Burj Khalifa,21031-1,,252,,,,
1889,Sydney,21032-1,,253,,,,
1890,Chicago,21033-1,,253,,,,
1891,London,21034-1,,253,,,,
1892,Solomon R. Guggenheim Museum,21035-1,,252,,,,
1893,Arc de Triomphe,21036-1,,252,,,,
1894,LEGO House,21037-1,,252,,,,
1895,Las Vegas,21038-1,,253,,,,
1896,Shanghai,21039-1,,253,,,,
1897,Great Wall of China,21041-1,,252,,,,
1898,Statue of Liberty,21042-1,,252,,,,
1899,San Francisco,21043-1,,253,,,,
1900,Paris,21044-1,,253,,,,
1901,Trafalgar Square,21045-1,,252,,,,
1902,Empire State Building,21046-1,,252,,,,
1903,Las Vegas,21047-1,,253,,,,
1904,Architecture Studio,21050-1,,252,,,,
1905,Tokyo,21051-1,,253,,,,
1906,Dubai,21052-1,,253,,,,
1907,The White House,21054-1,,252,,,,
1908,Burj Khalifa,21055-1,,252,,,,
1909,Perky Paddler,2108-1,,440,,,,
1910,Medium Basic Set,2-Nov,,433,,,,
1911,Horses & Corral,21-Jan,,443,,,,
1912,Shinkai 6500 Submarine,21100-1,,576,,,,
1913,Hayabusa,21101-1,,576,,,,
1914,Micro World,21102-1,,576,,,,
1915,The DeLorean Time Machine,21103-1,,576,,,,
1916,NASA Mars Science Laboratory Curiosity Rover,21104-1,,576,,,,
1917,Micro World - The Village,21105-1,,577,,,,
1918,Micro World - The Nether,21106-1,,577,,,,
1919,Micro World - The End,21107-1,,577,,,,
1920,Ghostbusters Ecto-1,21108-1,,576,,,,
1921,Exo-Suit,21109-1,,576,,,,
1922,Mother and Baby with Dog,211-1,,364,,,,
1923,Research Institute,21110-1,,576,,,,
1924,Kai,2111-1,,435,,,,
1925,The Cave,21113-1,,577,,,,
1926,The Farm,21114-1,,577,,,,
1927,The First Night,21115-1,,577,,,,
1928,Crafting Box,21116-1,,577,,,,
1929,The Ender Dragon,21117-1,,577,,,,
1930,The Mine,21118-1,,577,,,,
1931,The Dungeon,21119-1,,577,,,,
1932,Small House Set,211-2,,372,,,,
1933,The Snow Hideout,21120-1,,577,,,,
1934,Cole,2112-1,,435,,,,
1935,The Desert Outpost,21121-1,,577,,,,
1936,The Nether Fortress,21122-1,,577,,,,
1937,The Iron Golem,21123-1,,577,,,,
1938,The End Portal,21124-1,,577,,,,
1939,The Jungle Tree House,21125-1,,577,,,,
1940,The Wither,21126-1,,577,,,,
1941,The Fortress,21127-1,,577,,,,
1942,The Village,21128-1,,577,,,,
1943,The Mushroom Island,21129-1,,577,,,,
1944,The Nether Railway,21130-1,,577,,,,
1945,Zane,2113-1,,435,,,,
1946,The Ice Spikes,21131-1,,577,,,,
1947,The Jungle Temple,21132-1,,577,,,,
1948,The Witch Hut,21133-1,,577,,,,
1949,The Waterfall Base,21134-1,,577,,,,
1950,The Crafting Box 2.0,21135-1,,577,,,,
1951,The Ocean Monument,21136-1,,577,,,,
1952,The Mountain Cave,21137-1,,577,,,,
1953,The Melon Farm,21138-1,,577,,,,
1954,The Nether Fight,21139-1,,577,,,,
1955,The Chicken Coop,21140-1,,577,,,,
1956,Chopov,2114-1,,435,,,,
1957,The Zombie Cave,21141-1,,577,,,,
1958,The Polar Igloo,21142-1,,577,,,,
1959,The Nether Portal,21143-1,,577,,,,
1960,The Farm Cottage,21144-1,,577,,,,
1961,The Skull Arena,21145-1,,577,,,,
1962,The Skeleton Attack,21146-1,,577,,,,
1963,The Bedrock Adventures,21147-1,,577,,,,
1964,Minecraft Steve BigFig with Parrot,21148-1,,577,,,,
1965,Minecraft Alex BigFig with Chicken,21149-1,,577,,,,
1966,Minecraft Skeleton BigFig with Magma Cube,21150-1,,577,,,,
1967,Bonezai,2115-1,,435,,,,
1968,The End Battle,21151-1,,577,,,,
1969,The Pirate Ship Adventure,21152-1,,577,,,,
1970,The Wool Farm,21153-1,,577,,,,
1971,The Blaze Bridge,21154-1,,577,,,,
1972,The Creeper Mine,21155-1,,577,,,,
1973,BigFig Creeper and Ocelot,21156-1,,577,,,,
1974,BigFig Pig with Baby Zombie,21157-1,,577,,,,
1975,The Panda Nursery,21158-1,,577,,,,
1976,The Pillager Outpost,21159-1,,577,,,,
1977,The Illager Raid,21160-1,,577,,,,
1978,Krazi,2116-1,,435,,,,
1979,The Crafting Box 3.0,21161-1,,577,,,,
1980,The Taiga Adventure,21162-1,,577,,,,
1981,The Redstone Battle,21163-1,,577,,,,
1982,The Coral Reef,21164-1,,577,,,,
1983,The Bee Farm,21165-1,,577,,,,
1984,"The ""Abandoned"" Mine",21166-1,,577,,,,
1985,The Trading Post,21167-1,,577,,,,
1986,The Warped Forest,21168-1,,577,,,,
1987,The First Adventure,21169-1,,577,,,,
1988,The Pig House,21170-1,,577,,,,
1989,Batman,211701-1,,708,,,,
1990,The Joker,211702-1,,708,,,,
1991,Batman,211803-1,,708,,,,
1992,Harley Quinn,211804-1,,708,,,,
1993,Batman,211901-1,,697,,,,
1994,Robin,211902-1,,697,,,,
1995,Superman and Kryptonite,211903-1,,701,,,,
1996,The Flash,211904-1,,697,,,,
1997,The Joker,211905-1,,697,,,,
1998,Armored Batman,211906-1,,697,,,,
1999,Truck,21-Feb,,433,,,,
2000,Life of George,21200-1,,502,,,,
2001,Mr. Freeze,212007-1,,697,,,,
2002,Batman,212008-1,,697,,,,
2003,The Riddler,212009-1,,697,,,,
2004,Batman - Mechanical Arms Backpack,212010-1,,697,,,,
2005,Life of George II,21201-1,,502,,,,
2006,The Joker & Catapult,212011-1,,697,,,,
2007,Shazam!,212012-1,,695,,,,
2008,Town Master,21204-1,,590,,,,
2009,Battle Towers,21205-1,,590,,,,
2010,Create and Race,21206-1,,590,,,,
2011,Resort Designer,21208-1,,590,,,,
2012,Small House - Left Set,212-1,,372,,,,
2013,Jack in the Box Promotional Set: Stomper,2121-1,,468,,,,
2014,Batman,212113-1,,697,,,,
2015,Scooter,212-2,,364,,,,
2016,Jack in the Box Promotional Set: Bob,2122-1,,468,,,,
2017,Jack in the Box Promotional Set: Spinner,2123-1,,468,,,,
2018,Green Bucket,2124-1,,505,,,,
2019,Green Bucket,2125-1,,505,,,,
2020,Train Cars,2126-1,,236,,,,
2021,Jack in the Box Promotional Set: Nanas,2127-1,,468,,,,
2022,Blast-Off Dragster,2129-1,,12,,,,
2023,Danone Promotional Set: Duck,2130-1,,468,,,,
2024,Birds,21301-1,,576,,,,
2025,The Big Bang Theory,21302-1,,576,,,,
2026,WALL•E [Original Version],21303-1,,576,,,,
2027,WALL•E [Fixed Neck Version],21303-2,,576,,,,
2028,Doctor Who,21304-1,,576,,,,
2029,Maze,21305-1,,576,,,,
2030,The Beatles Yellow Submarine,21306-1,,576,,,,
2031,Caterham Seven 620R,21307-1,,576,,,,
2032,Adventure Time,21308-1,,576,,,,
2033,NASA Apollo Saturn V,21309-1,,576,,,,
2034,Airplane Ride,213-1,,364,,,,
2035,Old Fishing Store,21310-1,,576,,,,
2036,Danone Promotional Set: Hippo,2131-1,,468,,,,
2037,Voltron,21311-1,,576,,,,
2038,Women of NASA,21312-1,,576,,,,
2039,Ship in a Bottle,21313-1,,576,,,,
2040,TRON: Legacy,21314-1,,576,,,,
2041,Pop-Up Book,21315-1,,576,,,,
2042,The Flintstones,21316-1,,576,,,,
2043,Steamboat Willie,21317-1,,576,,,,
2044,Tree House,21318-1,,576,,,,
2045,Central Perk,21319-1,,576,,,,
2046,Small House - Right Set,213-2,,372,,,,
2047,Dinosaur Fossils,21320-1,,576,,,,
2048,Danone Promotional Set: Cow,2132-1,,468,,,,
2049,International Space Station,21321-1,,576,,,,
2050,Pirates of Barracuda Bay,21322-1,,576,,,,
2051,Grand Piano,21323-1,,576,,,,
2052,123 Sesame Street,21324-1,,576,,,,
2053,Medieval Blacksmith,21325-1,,576,,,,
2054,Danone Promotional Set: Impala,2133-1,,468,,,,
2055,Danone Promotional Set: Bison,2134-1,,468,,,,
2056,Sabah Promotional Set: Aircraft,2135-1,,468,,,,
2057,Sabah Promotional Set: Airplane,2136-1,,468,,,,
2058,Sabah Promotional Set: Swamp Boat,2137-1,,468,,,,
2059,Sabah Promotional Set: Helicopter,2138-1,,468,,,,
2060,Sabah Promotional Set: Steam Liner,2139-1,,468,,,,
2061,ANWB Roadside Assistance Crew,2140-1,,85,,,,
2062,Road Repair,214-1,,364,,,,
2063,"1 x 2 x 4 Glass Door in Frame, Left",214.10-1,,371,,,,
2064,1 x 6 x 3 Window with Frame,214.1-1,,371,,,,
2065,Surge 2.0,2141-1,,401,,,,
2066,"Ten Windows and Doors, Red",214-2,,371,,,,
2067,1 x 6 x 2 Triple-Pane Window in Frame,214.2-1,,371,,,,
2068,Breez 2.0,2142-1,,401,,,,
2069,"Ten Windows and Doors, White",214-3,,371,,,,
2070,1 x 6 x 2 Double-Pane Window in Frame w/Shutters,214.3-1,,371,,,,
2071,Rocka 3.0,2143-1,,401,,,,
2072,1 x 4 x 2 Window in Frame,214.4-1,,371,,,,
2073,Nex 3.0,2144-1,,401,,,,
2074,1 x 3 x 2 Window in Frame,214.5-1,,371,,,,
2075,Stormer 3.0,2145-1,,401,,,,
2076,1 x 2 x 2 Window in Frame,214.6-1,,371,,,,
2077,Freestyle with Storage Case,2146-1,,399,,,,
2078,1 x 1 x 2 Window Frame,214.7-1,,371,,,,
2079,Dragon Fly,2147-1,,68,,,,
2080,1 x 2 x 1 Window Frame,214.8-1,,371,,,,
2081,LEGO Truck,2148-1,,85,,,,
2082,LEGO Truck [Lego Toy Fair 1998 25th Anniversary Edition],2148-2,,85,,,,
2083,1 x 1 x 1 Window Frame,214.9-1,,371,,,,
2084,Color Line Container Lorry,2149-1,,70,,,,
2085,Train Station,2150-1,,236,,,,
2086,Red Indians,215-1,,364,,,,
2087,Robo Raider,2151-1,,138,,,,
2088,2 x 8 Bricks  (EUR/UK/AUS),215-2,,371,,,,
2089,Robo Raptor,2152-1,,138,,,,
2090,"2 x 8 Bricks, Blue (EUR/UK/AUS)",215-2B,,371,,,,
2091,"2 x 8 Bricks, Red (EUR/UK/AUS)",215-2R,,371,,,,
2092,"2 x 8 Bricks, White (EUR/UK/AUS)",215-2W,,371,,,,
2093,"2 x 8 Bricks, Yellow (EUR/UK/AUS)",215-2Y,,371,,,,
2094,2 x 8 Bricks (USA/CAN),215-3,,371,,,,
2095,Robo Stalker,2153-1,,138,,,,
2096,"2 x 8 Bricks, Blue (USA/CAN)",215-3B,,371,,,,
2097,"2 x 8 Bricks, Black (USA/CAN)",215-3Bk,,371,,,,
2098,"2 x 8 Bricks, Red (USA/CAN)",215-3R,,371,,,,
2099,"2 x 8 Bricks, White (USA/CAN)",215-3W,,371,,,,
2100,"2 x 8 Bricks, Yellow (USA/CAN)",215-3Y,,371,,,,
2101,2 x 8 Mursten Bricks (EUR),215-4,,371,,,,
2102,Robo Master,2154-1,,138,,,,
2103,Aircraft,2155-1,,467,,,,
2104,Car,2156-1,,467,,,,
2105,Boat,2157-1,,467,,,,
2106,Helicopter,2158-1,,467,,,,
2107,9V Train Track Starter Collection,2159-1,,244,,,,
2108,Crystal Scavenger,2160-1,,309,,,,
2109,2 x 10 Bricks,216-1,,371,,,,
2110,Aqua Dozer,2161-1,,309,,,,
2111,Hydro Reef Wrecker,2162-1,,309,,,,
2112,Sabah Promotional Set: Toucan,2163-1,,468,,,,
2113,Sabah Promotional Set: Whale,2164-1,,468,,,,
2114,Rhinocerous,2165-1,,468,,,,
2115,Animal,2166-1,,468,,,,
2116,Sabah Promotional Set: Penguin,2167-1,,468,,,,
2117,Cole DX,2170-1,,435,,,,
2118,Service Station,217-1,,364,,,,
2119,Zane DX,2171-1,,435,,,,
2120,4 x 4 Corner Bricks,217-2,,371,,,,
2121,Nya,2172-1,,435,,,,
2122,Nuckal,2173-1,,435,,,,
2123,Kruncha,2174-1,,435,,,,
2124,Wyplash,2175-1,,435,,,,
2125,Firemen,218-1,,364,,,,
2126,Infomaniac,2181-1,,84,,,,
2127,Knights' Kingdom The Game,218158-1,,502,,,,
2128,2 x 4 Bricks,218-2,,371,,,,
2129,Bulk 3.0,2182-1,,401,,,,
2130,Stringer 3.0,2183-1,,401,,,,
2131,Seaplane,2186-1,,399,,,,
2132,Racer,2187-1,,399,,,,
2133,Speedboat,2188-1,,399,,,,
2134,Pony,2189-1,,505,,,,
2135,2 x 3 Bricks,219-1,,371,,,,
2136,Furno 3.0,2191-1,,401,,,,
2137,Drilldozer,2192-1,,403,,,,
2138,Jetbug,2193-1,,403,,,,
2139,Nitroblast,2194-1,,403,,,,
2140,3 Building Plates,2198-1,,504,,,,
2141,Large Bulk Bucket,2199-1,,469,,,,
2142,2 x 2 Bricks,220-1,,371,,,,
2143,Car,22-Jan,,433,,,,
2144,Idea Book #1,221-1,,497,,,,
2145,1 x 2 Bricks,221-2,,371,,,,
2146,Build N' Play Fire Theme,2220-1,,632,,,,
2147,Building Ideas Book,222-1,,497,,,,
2148,Build N' Play Circus Theme,2221-1,,632,,,,
2149,1 x 1 Bricks,222-2,,371,,,,
2150,Tunnel Fun,2222-1,,505,,,,
2151,Spooky House,2223-1,,505,,,,
2152,Tubular Chest,2224-1,,505,,,,
2153,Heavy Loader,2225-1,,505,,,,
2154,Medium Bucket,2226-1,,505,,,,
2155,Bucketful of Fun,2229-1,,470,,,,
2156,Helicopter and Raft,2230-1,,59,,,,
2157,Adventure Set,223-1,,366,,,,
2158,Waspix,2231-1,,403,,,,
2159,1 x 1 Round Bricks,223-2,,371,,,,
2160,Raw-Jaw,2232-1,,403,,,,
2161,Fangz,2233-1,,403,,,,
2162,Police Chase,2234-1,,100,,,,
2163,Fire Lord,2235-1,,403,,,,
2164,Scorpio,2236-1,,403,,,,
2165,2 x 2 & 2 x 4 Curved Bricks,224-1,,371,,,,
2166,Basic Set,2241-1,,505,,,,
2167,Extra Bricks (S),2242-1,,505,,,,
2168,2 x 2 Curved Bricks,224-3,,371,,,,
2169,Farmhouse Bucket,2245-1,,505,,,,
2170,Extra Bricks (M),2247-1,,505,,,,
2171,Advent Calendar 2000,2250-1,,207,,,,
2172,1 x 6 and 1 x 8 Bricks,225-1,,371,,,,
2173,Horse 'n' Home,2251-1,,505,,,,
2174,Basic Set,2252-1,,505,,,,
2175,Big Tubular Playtime,2253-1,,505,,,,
2176,Mountain Shrine,2254-1,,435,,,,
2177,Sensei Wu,2255-1,,435,,,,
2178,Lord Garmadon,2256-1,,435,,,,
2179,Spinjitzu Starter Set,2257-1,,435,,,,
2180,Ninja Ambush,2258-1,,435,,,,
2181,Skull Motorbike,2259-1,,435,,,,
2182,Ice Dragon Attack,2260-1,,435,,,,
2183,8 Named Beams,226-1,,371,,,,
2184,Happy Gardener,2261-1,,505,,,,
2185,Idea Book,226-2,,497,,,,
2186,Basic Set,2262-1,,505,,,,
2187,Turbo Shredder,2263-1,,435,,,,
2188,Medium Bucket,2264-1,,505,,,,
2189,Large Puppy Clearpack,2265-1,,505,,,,
2190,Extra Large Value Bucket,2266-1,,505,,,,
2191,Katie Cat Bucket,2268-1,,505,,,,
2192,Build a Zoo,2269-1,,505,,,,
2193,Spotty Dog,2270-1,,504,,,,
2194,4 x 8 Curved & 2 x 8 Plates,227-1,,371,,,,
2195,Boy with Barrow,2271-1,,505,,,,
2196,Medium Bucket,2272-1,,505,,,,
2197,Sarah's Flower Garden,2275-1,,505,,,,
2198,Train with Oval Case,2276-1,,505,,,,
2199,Boy with Cat,2277-1,,505,,,,
2200,Large Bucket,2278-1,,505,,,,
2201,Tubular Motion,2279-1,,505,,,,
2202,Circus Freeway,2280-1,,505,,,,
2203,4 x 8 & 2 x 8 Plates,228-1,,371,,,,
2204,Deluxe Harbor Highway,2281-1,,505,,,,
2205,Rocka XL,2282-1,,401,,,,
2206,Witch Doctor,2283-1,,403,,,,
2207,Clown Go Round,2284-1,,505,,,,
2208,6 x 8 & 2 x 8 Plates,229-1,,371,,,,
2209,2 x 8 Plates,229.1-1,,371,,,,
2210,Animal,2291-1,,504,,,,
2211,Ladybug,2294-1,,505,,,,
2212,Clown,2295-1,,505,,,,
2213,Cute Animals,2297-1,,505,,,,
2214,Pingo,2299-1,,505,,,,
2215,Small Bucket,2300-1,,505,,,,
2216,Hairdressing Salon,230-1,,405,,,,
2217,Building Plates 6 x 12,2301-1,,504,,,,
2218,Six Trees and Bushes,230-2,,371,,,,
2219,Building Plate 24 x 24,2302-1,,504,,,,
2220,Building Plates,2303-1,,504,,,,
2221,Large Building Plate,2304-1,,504,,,,
2222,Building Plate 24 x 24,2305-1,,504,,,,
2223,Large Building Plate,2306-1,,504,,,,
2224,Supplementary Bricks,2307-1,,505,,,,
2225,Supplementary Bricks,2309-1,,505,,,,
2226,Delivery Truck Set,23-Jan,,433,,,,
2227,Supplementary Bricks,2310-1,,505,,,,
2228,Hospital,231-1,,405,,,,
2229,Clown,2311-1,,505,,,,
2230,Esso Pumps/Sign,231-2,,371,,,,
2231,Supplementary Bricks,2312-1,,505,,,,
2232,Basic Set,2313-1,,505,,,,
2233,Large Basic Set,2314-1,,505,,,,
2234,Duck,2315-1,,505,,,,
2235,Police Building Set,2317-1,,505,,,,
2236,Pullback Motor,2318-1,,504,,,,
2237,Bungalow,232-1,,405,,,,
2238,Happy Birthday Building Set,2321-1,,505,,,,
2239,16 Road Signs,232-2,,371,,,,
2240,Green Elephant Bucket XL,2326-1,,505,,,,
2241,Supplementary Bricks,2327-1,,505,,,,
2242,Basic Set,2330-1,,505,,,,
2243,Light Masts,233-1,,371,,,,
2244,"Barney, The Skateboard Bear",2331-1,,505,,,,
2245,XL Elephant Bucket,2332-1,,505,,,,
2246,Basic Set - Animal,2333-1,,505,,,,
2247,Basic Set (Animal),2335-1,,505,,,,
2248,Rover's Building Set,2337-1,,505,,,,
2249,Kitty Cat's Building Set,2338-1,,505,,,,
2250,Basic Box,2339-1,,505,,,,
2251,Letter Bricks,234-1,,371,,,,
2252,Peter's Holiday Building Set,2341-1,,505,,,,
2253,Circus - Basic Set,2344-1,,505,,,,
2254,Basic Set (House),2345-1,,505,,,,
2255,Train Oval Suitcase,2346-1,,634,,,,
2256,Barnaby Bear's Building Set,2347-1,,505,,,,
2257,Basic Storage Unit (Green Suitcase),2349-1,,505,,,,
2258,Basic Building Set,2350-1,,505,,,,
2259,Garage Plate and Door (White Base and Door Frame),235-1,,371,,,,
2260,Garage Plate and Door (Gray Base and Door Frame),235-2,,371,,,,
2261,Basic Set (Vehicles),2355-1,,505,,,,
2262,Jumbo Tub (Zoo Tub),2356-1,,505,,,,
2263,Garage with Automatic Door (White base and door frame),236-1,,372,,,,
2264,Matt and Mutt Building Set,2361-1,,505,,,,
2265,Garage and Van,236-2,,372,,,,
2266,Large Circus Bucket,2362-1,,505,,,,
2267,Garage with Automatic Door (Gray base and door frame),236-3,,372,,,,
2268,Circus Bucket Green,2364-1,,505,,,,
2269,Basic Set (Safari),2365-1,,505,,,,
2270,House and Car,2366-1,,505,,,,
2271,XL Basic Bucket,2368-1,,505,,,,
2272,Number Bricks,237-1,,371,,,,
2273,Flying School,2371-1,,505,,,,
2274,Zoo Bucket,2372-1,,505,,,,
2275,Play Bucket,2376-1,,505,,,,
2276,Basic Set (Safari),2377-1,,505,,,,
2277,Panda's Building Bonanza,2380-1,,505,,,,
2278,Lego System Idea Book no. 1,238-1,,497,,,,
2279,Bucket of Bricks,2381-1,,505,,,,
2280,Lego System Idea Book (by Samsonite),238-2,,497,,,,
2281,Train Bucket,2382-1,,505,,,,
2282,Lego System Idea Book no. 1,238-3,,497,,,,
2283,Lego System Ideas Book no. 2,238-4,,497,,,,
2284,Lego System Ideas Book no. 2,238-5,,497,,,,
2285,Lego System Idea Book,238-6,,497,,,,
2286,Circus Bucket,2386-1,,505,,,,
2287,So Bauen Wir Mit LEGO,238-7,,497,,,,
2288,Playtime Bucket,2387-1,,505,,,,
2289,Lego System Ideas Book No. 3,238-8,,497,,,,
2290,Basic Set (Harbour),2388-1,,505,,,,
2291,Lego System Idea Book (by Samsonite),238-9,,497,,,,
2292,Maxi Building Bucket,2390-1,,505,,,,
2293,Wir bauen mit Lego Idea Book,239-1,,497,,,,
2294,Farm in a Bucket,2391-1,,505,,,,
2295,Das große Lego-Buch Idea Book,239-2,,497,,,,
2296,Farmyard,2392-1,,632,,,,
2297,Medium Bucket,2393-1,,505,,,,
2298,Farm Bucket,2394-1,,505,,,,
2299,Extra Large Bucket,2396-1,,505,,,,
2300,Basic Set (Town),2399-1,,505,,,,
2301,Cute Vehicles,2400-1,,505,,,,
2302,"Wooden Storage Box Large, Empty",240-1,,383,,,,
2303,Racer,2401-1,,505,,,,
2304,Idea Book,240-2,,497,,,,
2305,Police Car,2402-1,,632,,,,
2306,Fire Chief Building Set,2403-1,,632,,,,
2307,Minitalia Train,24-Jan,,433,,,,
2308,4.5v Idea Book,241-1,,497,,,,
2309,Camping Building Set,2411-1,,505,,,,
2310,Enki the Panther,241501-1,,600,,,,
2311,Flamy the Fox,241502-1,,600,,,,
2312,Miku the dragon,241601-1,,600,,,,
2313,Jynx The Witch's Cat,241602-1,,600,,,,
2314,Mr. Spry and His Lemonade Stand,241701-1,,600,,,,
